community,building_type,_date,average_price
Mount Dennis,Detached,2007Q2,267621.44
Mount Dennis,Detached,2007Q3,249312.5
Mount Dennis,Detached,2007Q4,256547.3
Mount Dennis,Detached,2008Q1,280033.34
Mount Dennis,Detached,2008Q2,262244.16
Mount Dennis,Detached,2008Q3,250235.0
Mount Dennis,Detached,2008Q4,250600.0
Mount Dennis,Detached,2009Q1,273187.5
Mount Dennis,Detached,2009Q2,275564.28
Mount Dennis,Detached,2009Q3,299812.5
Mount Dennis,Detached,2009Q4,322526.31
Mount Dennis,Detached,2010Q1,322526.31
Mount Dennis,Detached,2010Q2,307583.34
Mount Dennis,Detached,2010Q3,309366.66
Mount Dennis,Detached,2010Q4,309366.66
Mount Dennis,Detached,2011Q1,298519.06
Mount Dennis,Detached,2011Q2,298519.06
Mount Dennis,Detached,2011Q3,296783.34
Mount Dennis,Detached,2011Q4,328725.0
Mount Dennis,Detached,2012Q1,336190.0
Mount Dennis,Detached,2012Q2,339928.56
Mount Dennis,Detached,2012Q3,374269.22
Mount Dennis,Detached,2012Q4,329933.34
Mount Dennis,Detached,2013Q1,384425.0
Mount Dennis,Detached,2013Q2,366168.75
Mount Dennis,Detached,2013Q3,383666.66
Mount Dennis,Detached,2013Q4,393625.0
Mount Dennis,Detached,2014Q1,377277.78
Mount Dennis,Detached,2014Q2,377277.78
Mount Dennis,Detached,2014Q3,388033.91
Mount Dennis,Detached,2014Q4,400809.16
Mount Dennis,Detached,2015Q1,453187.5
Mount Dennis,Detached,2015Q2,466883.34
Mount Dennis,Detached,2015Q3,447362.5
Mount Dennis,Detached,2015Q4,458778.56
Mount Dennis,Detached,2016Q1,530773.94
Mount Dennis,Detached,2016Q2,533972.25
Mount Dennis,Detached,2016Q3,571570.56
Mount Dennis,Detached,2016Q4,599272.25
Mount Dennis,Detached,2017Q1,579582.06
Mount Dennis,Detached,2017Q2,608633.44
Mount Dennis,Detached,2017Q3,653285.69
Mount Dennis,Detached,2017Q4,656553.88
Mount Dennis,Detached,2018Q1,656553.88
Mount Dennis,Detached,2018Q2,630745.44
Mount Dennis,Detached,2018Q3,581954.56
Mount Dennis,Detached,2018Q4,697500.0
Mount Olive-Silverstone-Jamestown,Condo Apt,2001Q1,123603.55
Mount Olive-Silverstone-Jamestown,Condo Apt,2001Q2,124470.48
Mount Olive-Silverstone-Jamestown,Condo Apt,2001Q3,127418.57
Mount Olive-Silverstone-Jamestown,Condo Apt,2001Q4,128432.43
Mount Olive-Silverstone-Jamestown,Condo Apt,2002Q1,133469.78
Mount Olive-Silverstone-Jamestown,Condo Apt,2002Q2,134325.78
Mount Olive-Silverstone-Jamestown,Condo Apt,2002Q3,136326.84
Mount Olive-Silverstone-Jamestown,Condo Apt,2002Q4,136319.13
Mount Olive-Silverstone-Jamestown,Condo Apt,2003Q1,137305.13
Mount Olive-Silverstone-Jamestown,Condo Apt,2003Q2,136578.81
Mount Olive-Silverstone-Jamestown,Condo Apt,2003Q3,235641.7
Mount Olive-Silverstone-Jamestown,Condo Apt,2003Q4,142901.16
Mount Olive-Silverstone-Jamestown,Condo Apt,2004Q1,144067.52
Mount Olive-Silverstone-Jamestown,Condo Apt,2004Q2,145144.25
Mount Olive-Silverstone-Jamestown,Condo Apt,2004Q3,144555.88
Mount Olive-Silverstone-Jamestown,Condo Apt,2004Q4,144012.94
Mount Olive-Silverstone-Jamestown,Condo Apt,2005Q1,139077.03
Mount Olive-Silverstone-Jamestown,Condo Apt,2005Q2,140731.7
Mount Olive-Silverstone-Jamestown,Condo Apt,2005Q3,139726.25
Mount Olive-Silverstone-Jamestown,Condo Apt,2005Q4,137702.0
Mount Olive-Silverstone-Jamestown,Condo Apt,2006Q1,141358.09
Mount Olive-Silverstone-Jamestown,Condo Apt,2006Q2,140792.09
Mount Olive-Silverstone-Jamestown,Condo Apt,2006Q3,137910.72
Mount Olive-Silverstone-Jamestown,Condo Apt,2006Q4,138178.67
Mount Olive-Silverstone-Jamestown,Condo Apt,2007Q1,139171.31
Mount Olive-Silverstone-Jamestown,Condo Apt,2007Q2,141684.42
Mount Olive-Silverstone-Jamestown,Condo Apt,2007Q3,141009.09
Mount Olive-Silverstone-Jamestown,Condo Apt,2007Q4,142412.59
Mount Olive-Silverstone-Jamestown,Condo Apt,2008Q1,138598.28
Mount Olive-Silverstone-Jamestown,Condo Apt,2008Q2,137931.75
Mount Olive-Silverstone-Jamestown,Condo Apt,2008Q3,141047.22
Mount Olive-Silverstone-Jamestown,Condo Apt,2008Q4,147007.69
Mount Olive-Silverstone-Jamestown,Condo Apt,2009Q1,139370.55
Mount Olive-Silverstone-Jamestown,Condo Apt,2009Q2,140892.25
Mount Olive-Silverstone-Jamestown,Condo Apt,2009Q3,151415.02
Mount Olive-Silverstone-Jamestown,Condo Apt,2009Q4,153960.38
Mount Olive-Silverstone-Jamestown,Condo Apt,2010Q1,153960.38
Mount Olive-Silverstone-Jamestown,Condo Apt,2010Q2,153623.39
Mount Olive-Silverstone-Jamestown,Condo Apt,2010Q3,149715.39
Mount Olive-Silverstone-Jamestown,Condo Apt,2010Q4,149715.39
Mount Olive-Silverstone-Jamestown,Condo Apt,2011Q1,152743.14
Mount Olive-Silverstone-Jamestown,Condo Apt,2011Q2,152743.14
Mount Olive-Silverstone-Jamestown,Condo Apt,2011Q3,154779.55
Mount Olive-Silverstone-Jamestown,Condo Apt,2011Q4,152776.39
Mount Olive-Silverstone-Jamestown,Condo Apt,2012Q1,150348.48
Mount Olive-Silverstone-Jamestown,Condo Apt,2012Q2,155016.28
Mount Olive-Silverstone-Jamestown,Condo Apt,2012Q3,156810.78
Mount Olive-Silverstone-Jamestown,Condo Apt,2012Q4,144595.0
Mount Olive-Silverstone-Jamestown,Condo Apt,2013Q1,158171.05
Mount Olive-Silverstone-Jamestown,Condo Apt,2013Q2,148491.08
Mount Olive-Silverstone-Jamestown,Condo Apt,2013Q3,142806.98
Mount Olive-Silverstone-Jamestown,Condo Apt,2013Q4,159472.7
Mount Olive-Silverstone-Jamestown,Condo Apt,2014Q1,157400.03
Mount Olive-Silverstone-Jamestown,Condo Apt,2014Q2,157400.03
Mount Olive-Silverstone-Jamestown,Condo Apt,2014Q3,175271.25
Mount Olive-Silverstone-Jamestown,Condo Apt,2014Q4,172475.0
Mount Olive-Silverstone-Jamestown,Condo Apt,2015Q1,176490.03
Mount Olive-Silverstone-Jamestown,Condo Apt,2015Q2,187345.77
Mount Olive-Silverstone-Jamestown,Condo Apt,2015Q3,199935.89
Mount Olive-Silverstone-Jamestown,Condo Apt,2015Q4,178426.39
Mount Olive-Silverstone-Jamestown,Condo Apt,2016Q1,200680.03
Mount Olive-Silverstone-Jamestown,Condo Apt,2016Q2,210975.36
Mount Olive-Silverstone-Jamestown,Condo Apt,2016Q3,229517.38
Mount Olive-Silverstone-Jamestown,Condo Apt,2016Q4,247158.02
Mount Olive-Silverstone-Jamestown,Condo Apt,2017Q1,283394.53
Mount Olive-Silverstone-Jamestown,Condo Apt,2017Q2,306183.59
Mount Olive-Silverstone-Jamestown,Condo Apt,2017Q3,290981.69
Mount Olive-Silverstone-Jamestown,Condo Apt,2017Q4,303880.31
Mount Olive-Silverstone-Jamestown,Condo Apt,2018Q1,302207.38
Mount Olive-Silverstone-Jamestown,Condo Apt,2018Q2,323181.41
Mount Olive-Silverstone-Jamestown,Condo Apt,2018Q3,307956.38
Mount Olive-Silverstone-Jamestown,Condo Apt,2018Q4,327052.38
Mount Olive-Silverstone-Jamestown,Detached,2001Q1,231350.0
Mount Olive-Silverstone-Jamestown,Detached,2001Q2,246141.67
Mount Olive-Silverstone-Jamestown,Detached,2001Q3,244569.56
Mount Olive-Silverstone-Jamestown,Detached,2001Q4,240284.3
Mount Olive-Silverstone-Jamestown,Detached,2002Q1,256995.56
Mount Olive-Silverstone-Jamestown,Detached,2002Q2,261629.34
Mount Olive-Silverstone-Jamestown,Detached,2002Q3,253538.7
Mount Olive-Silverstone-Jamestown,Detached,2002Q4,271814.28
Mount Olive-Silverstone-Jamestown,Detached,2003Q1,265375.0
Mount Olive-Silverstone-Jamestown,Detached,2003Q2,280895.25
Mount Olive-Silverstone-Jamestown,Detached,2003Q3,281422.59
Mount Olive-Silverstone-Jamestown,Detached,2003Q4,291855.19
Mount Olive-Silverstone-Jamestown,Detached,2004Q1,275657.91
Mount Olive-Silverstone-Jamestown,Detached,2004Q2,312675.0
Mount Olive-Silverstone-Jamestown,Detached,2004Q3,278421.06
Mount Olive-Silverstone-Jamestown,Detached,2004Q4,296808.81
Mount Olive-Silverstone-Jamestown,Detached,2005Q1,305925.0
Mount Olive-Silverstone-Jamestown,Detached,2005Q2,289991.19
Mount Olive-Silverstone-Jamestown,Detached,2005Q3,308222.22
Mount Olive-Silverstone-Jamestown,Detached,2005Q4,315217.41
Mount Olive-Silverstone-Jamestown,Detached,2006Q1,296960.0
Mount Olive-Silverstone-Jamestown,Detached,2006Q2,306366.66
Mount Olive-Silverstone-Jamestown,Detached,2006Q3,332613.63
Mount Olive-Silverstone-Jamestown,Detached,2006Q4,303682.16
Mount Olive-Silverstone-Jamestown,Detached,2007Q1,307080.0
Mount Olive-Silverstone-Jamestown,Detached,2007Q2,335162.03
Mount Olive-Silverstone-Jamestown,Detached,2007Q3,319344.0
Mount Olive-Silverstone-Jamestown,Detached,2007Q4,337500.0
Mount Olive-Silverstone-Jamestown,Detached,2008Q1,323500.0
Mount Olive-Silverstone-Jamestown,Detached,2008Q2,338843.13
Mount Olive-Silverstone-Jamestown,Detached,2008Q3,330684.22
Mount Olive-Silverstone-Jamestown,Detached,2008Q4,318166.66
Mount Olive-Silverstone-Jamestown,Detached,2009Q1,312325.0
Mount Olive-Silverstone-Jamestown,Detached,2009Q2,321140.0
Mount Olive-Silverstone-Jamestown,Detached,2009Q3,315884.78
Mount Olive-Silverstone-Jamestown,Detached,2009Q4,328450.0
Mount Olive-Silverstone-Jamestown,Detached,2010Q1,328450.0
Mount Olive-Silverstone-Jamestown,Detached,2010Q2,358204.0
Mount Olive-Silverstone-Jamestown,Detached,2010Q3,356073.53
Mount Olive-Silverstone-Jamestown,Detached,2010Q4,356073.53
Mount Olive-Silverstone-Jamestown,Detached,2011Q1,357189.47
Mount Olive-Silverstone-Jamestown,Detached,2011Q2,357189.47
Mount Olive-Silverstone-Jamestown,Detached,2011Q3,383770.0
Mount Olive-Silverstone-Jamestown,Detached,2011Q4,372573.34
Mount Olive-Silverstone-Jamestown,Detached,2012Q1,395428.13
Mount Olive-Silverstone-Jamestown,Detached,2012Q2,431005.63
Mount Olive-Silverstone-Jamestown,Detached,2012Q3,409629.41
Mount Olive-Silverstone-Jamestown,Detached,2012Q4,442500.0
Mount Olive-Silverstone-Jamestown,Detached,2013Q1,422050.0
Mount Olive-Silverstone-Jamestown,Detached,2013Q2,444458.34
Mount Olive-Silverstone-Jamestown,Detached,2013Q3,434863.16
Mount Olive-Silverstone-Jamestown,Detached,2013Q4,415225.0
Mount Olive-Silverstone-Jamestown,Detached,2014Q1,473828.56
Mount Olive-Silverstone-Jamestown,Detached,2014Q2,473828.56
Mount Olive-Silverstone-Jamestown,Detached,2014Q3,466020.06
Mount Olive-Silverstone-Jamestown,Detached,2014Q4,451421.06
Mount Olive-Silverstone-Jamestown,Detached,2015Q1,539611.13
Mount Olive-Silverstone-Jamestown,Detached,2015Q2,510886.97
Mount Olive-Silverstone-Jamestown,Detached,2015Q3,543940.31
Mount Olive-Silverstone-Jamestown,Detached,2015Q4,547093.75
Mount Olive-Silverstone-Jamestown,Detached,2016Q1,569142.88
Mount Olive-Silverstone-Jamestown,Detached,2016Q2,619750.5
Mount Olive-Silverstone-Jamestown,Detached,2016Q3,650335.31
Mount Olive-Silverstone-Jamestown,Detached,2016Q4,724750.0
Mount Olive-Silverstone-Jamestown,Detached,2017Q1,715021.06
Mount Olive-Silverstone-Jamestown,Detached,2017Q2,710936.38
Mount Olive-Silverstone-Jamestown,Detached,2017Q3,644600.0
Mount Olive-Silverstone-Jamestown,Detached,2017Q4,679311.13
Mount Olive-Silverstone-Jamestown,Detached,2018Q1,752272.75
Mount Olive-Silverstone-Jamestown,Detached,2018Q2,746133.31
Mount Olive-Silverstone-Jamestown,Detached,2018Q3,740076.94
Mount Olive-Silverstone-Jamestown,Detached,2018Q4,699250.0
Mount Pleasant East,Condo Apt,2001Q1,190700.0
Mount Pleasant East,Condo Apt,2001Q2,416258.34
Mount Pleasant East,Condo Apt,2001Q3,330412.5
Mount Pleasant East,Condo Apt,2001Q4,457542.84
Mount Pleasant East,Condo Apt,2002Q1,241326.67
Mount Pleasant East,Condo Apt,2002Q2,327240.0
Mount Pleasant East,Condo Apt,2002Q3,327240.0
Mount Pleasant East,Condo Apt,2002Q4,258975.0
Mount Pleasant East,Condo Apt,2003Q1,354666.66
Mount Pleasant East,Condo Apt,2003Q2,301575.0
Mount Pleasant East,Condo Apt,2003Q3,232250.0
Mount Pleasant East,Condo Apt,2003Q4,269785.72
Mount Pleasant East,Condo Apt,2004Q1,226200.0
Mount Pleasant East,Condo Apt,2004Q2,219125.0
Mount Pleasant East,Condo Apt,2004Q3,259664.28
Mount Pleasant East,Condo Apt,2004Q4,245875.0
Mount Pleasant East,Condo Apt,2005Q1,281214.28
Mount Pleasant East,Condo Apt,2005Q2,258071.42
Mount Pleasant East,Condo Apt,2005Q3,261611.11
Mount Pleasant East,Condo Apt,2005Q4,228000.0
Mount Pleasant East,Condo Apt,2006Q1,275175.0
Mount Pleasant East,Condo Apt,2006Q2,276201.84
Mount Pleasant East,Condo Apt,2006Q3,502775.0
Mount Pleasant East,Condo Apt,2006Q4,278525.0
Mount Pleasant East,Condo Apt,2007Q1,287795.47
Mount Pleasant East,Condo Apt,2007Q2,262555.0
Mount Pleasant East,Condo Apt,2007Q3,303075.0
Mount Pleasant East,Condo Apt,2007Q4,394875.28
Mount Pleasant East,Condo Apt,2008Q1,346675.0
Mount Pleasant East,Condo Apt,2008Q2,346555.56
Mount Pleasant East,Condo Apt,2008Q3,308000.0
Mount Pleasant East,Condo Apt,2008Q4,261000.0
Mount Pleasant East,Condo Apt,2009Q1,296975.0
Mount Pleasant East,Condo Apt,2009Q2,421750.0
Mount Pleasant East,Condo Apt,2009Q3,291166.66
Mount Pleasant East,Condo Apt,2009Q4,365830.0
Mount Pleasant East,Condo Apt,2010Q1,365830.0
Mount Pleasant East,Condo Apt,2010Q2,345070.0
Mount Pleasant East,Condo Apt,2010Q3,311483.34
Mount Pleasant East,Condo Apt,2010Q4,311483.34
Mount Pleasant East,Condo Apt,2011Q1,311483.34
Mount Pleasant East,Condo Apt,2011Q2,311483.34
Mount Pleasant East,Condo Apt,2011Q3,798180.0
Mount Pleasant East,Condo Apt,2011Q4,414855.56
Mount Pleasant East,Condo Apt,2012Q1,603620.0
Mount Pleasant East,Condo Apt,2012Q2,465261.53
Mount Pleasant East,Condo Apt,2012Q3,546000.0
Mount Pleasant East,Condo Apt,2012Q4,451670.0
Mount Pleasant East,Condo Apt,2013Q1,408730.0
Mount Pleasant East,Condo Apt,2013Q2,476449.0
Mount Pleasant East,Condo Apt,2013Q3,359242.84
Mount Pleasant East,Condo Apt,2013Q4,404443.66
Mount Pleasant East,Condo Apt,2014Q1,427200.0
Mount Pleasant East,Condo Apt,2014Q2,427200.0
Mount Pleasant East,Condo Apt,2014Q3,435442.09
Mount Pleasant East,Condo Apt,2014Q4,513142.84
Mount Pleasant East,Condo Apt,2015Q1,464260.0
Mount Pleasant East,Condo Apt,2015Q2,525519.38
Mount Pleasant East,Condo Apt,2015Q3,446591.66
Mount Pleasant East,Condo Apt,2015Q4,536731.44
Mount Pleasant East,Condo Apt,2016Q1,676181.81
Mount Pleasant East,Condo Apt,2016Q2,442923.53
Mount Pleasant East,Condo Apt,2016Q3,460071.81
Mount Pleasant East,Condo Apt,2016Q4,517692.31
Mount Pleasant East,Condo Apt,2017Q1,610007.19
Mount Pleasant East,Condo Apt,2017Q2,621241.69
Mount Pleasant East,Condo Apt,2017Q3,600461.88
Mount Pleasant East,Condo Apt,2017Q4,821640.94
Mount Pleasant East,Condo Apt,2018Q1,626050.0
Mount Pleasant East,Condo Apt,2018Q2,619680.0
Mount Pleasant East,Condo Apt,2018Q3,568241.69
Mount Pleasant East,Condo Apt,2018Q4,601607.69
Mount Pleasant East,Detached,2001Q1,439724.13
Mount Pleasant East,Detached,2001Q2,490126.56
Mount Pleasant East,Detached,2001Q3,438051.84
Mount Pleasant East,Detached,2001Q4,440357.69
Mount Pleasant East,Detached,2002Q1,514316.91
Mount Pleasant East,Detached,2002Q2,476867.66
Mount Pleasant East,Detached,2002Q3,506264.41
Mount Pleasant East,Detached,2002Q4,549737.81
Mount Pleasant East,Detached,2003Q1,493605.13
Mount Pleasant East,Detached,2003Q2,543646.88
Mount Pleasant East,Detached,2003Q3,563851.75
Mount Pleasant East,Detached,2003Q4,491204.0
Mount Pleasant East,Detached,2004Q1,624851.13
Mount Pleasant East,Detached,2004Q2,645917.13
Mount Pleasant East,Detached,2004Q3,512680.5
Mount Pleasant East,Detached,2004Q4,603489.75
Mount Pleasant East,Detached,2005Q1,660591.63
Mount Pleasant East,Detached,2005Q2,713834.19
Mount Pleasant East,Detached,2005Q3,684729.63
Mount Pleasant East,Detached,2005Q4,661543.19
Mount Pleasant East,Detached,2006Q1,702187.19
Mount Pleasant East,Detached,2006Q2,707482.44
Mount Pleasant East,Detached,2006Q3,674948.94
Mount Pleasant East,Detached,2006Q4,659553.88
Mount Pleasant East,Detached,2007Q1,855942.31
Mount Pleasant East,Detached,2007Q2,785387.81
Mount Pleasant East,Detached,2007Q3,742446.44
Mount Pleasant East,Detached,2007Q4,840618.81
Mount Pleasant East,Detached,2008Q1,782462.94
Mount Pleasant East,Detached,2008Q2,848122.56
Mount Pleasant East,Detached,2008Q3,758129.63
Mount Pleasant East,Detached,2008Q4,762900.0
Mount Pleasant East,Detached,2009Q1,622854.19
Mount Pleasant East,Detached,2009Q2,905417.19
Mount Pleasant East,Detached,2009Q3,870937.44
Mount Pleasant East,Detached,2009Q4,968080.0
Mount Pleasant East,Detached,2010Q1,968080.0
Mount Pleasant East,Detached,2010Q2,911450.63
Mount Pleasant East,Detached,2010Q3,992332.0
Mount Pleasant East,Detached,2010Q4,992332.0
Mount Pleasant East,Detached,2011Q1,1063081.88
Mount Pleasant East,Detached,2011Q2,1063081.88
Mount Pleasant East,Detached,2011Q3,986785.69
Mount Pleasant East,Detached,2011Q4,1065935.25
Mount Pleasant East,Detached,2012Q1,1064073.63
Mount Pleasant East,Detached,2012Q2,1066433.88
Mount Pleasant East,Detached,2012Q3,987122.25
Mount Pleasant East,Detached,2012Q4,1065917.38
Mount Pleasant East,Detached,2013Q1,1023000.0
Mount Pleasant East,Detached,2013Q2,1131613.75
Mount Pleasant East,Detached,2013Q3,1152014.75
Mount Pleasant East,Detached,2013Q4,1294100.0
Mount Pleasant East,Detached,2014Q1,1149901.75
Mount Pleasant East,Detached,2014Q2,1149901.75
Mount Pleasant East,Detached,2014Q3,1291138.5
Mount Pleasant East,Detached,2014Q4,1266756.5
Mount Pleasant East,Detached,2015Q1,1372447.0
Mount Pleasant East,Detached,2015Q2,1337539.13
Mount Pleasant East,Detached,2015Q3,1485606.88
Mount Pleasant East,Detached,2015Q4,1402379.0
Mount Pleasant East,Detached,2016Q1,1497476.63
Mount Pleasant East,Detached,2016Q2,1704705.75
Mount Pleasant East,Detached,2016Q3,1771272.75
Mount Pleasant East,Detached,2016Q4,1631230.5
Mount Pleasant East,Detached,2017Q1,1970826.13
Mount Pleasant East,Detached,2017Q2,1902971.38
Mount Pleasant East,Detached,2017Q3,1634347.88
Mount Pleasant East,Detached,2017Q4,1826660.0
Mount Pleasant East,Detached,2018Q1,1631333.38
Mount Pleasant East,Detached,2018Q2,1933174.25
Mount Pleasant East,Detached,2018Q3,1795386.63
Mount Pleasant East,Detached,2018Q4,1712166.63
Mount Pleasant East,Semi-Detached,2001Q1,337357.69
Mount Pleasant East,Semi-Detached,2001Q2,342537.81
Mount Pleasant East,Semi-Detached,2001Q3,346127.78
Mount Pleasant East,Semi-Detached,2001Q4,345799.94
Mount Pleasant East,Semi-Detached,2002Q1,367838.22
Mount Pleasant East,Semi-Detached,2002Q2,369268.66
Mount Pleasant East,Semi-Detached,2002Q3,388766.69
Mount Pleasant East,Semi-Detached,2002Q4,400436.0
Mount Pleasant East,Semi-Detached,2003Q1,400182.69
Mount Pleasant East,Semi-Detached,2003Q2,400754.31
Mount Pleasant East,Semi-Detached,2003Q3,371046.06
Mount Pleasant East,Semi-Detached,2003Q4,417879.72
Mount Pleasant East,Semi-Detached,2004Q1,433545.66
Mount Pleasant East,Semi-Detached,2004Q2,446955.41
Mount Pleasant East,Semi-Detached,2004Q3,451739.53
Mount Pleasant East,Semi-Detached,2004Q4,456867.28
Mount Pleasant East,Semi-Detached,2005Q1,476658.5
Mount Pleasant East,Semi-Detached,2005Q2,504251.75
Mount Pleasant East,Semi-Detached,2005Q3,464061.91
Mount Pleasant East,Semi-Detached,2005Q4,506309.09
Mount Pleasant East,Semi-Detached,2006Q1,500883.06
Mount Pleasant East,Semi-Detached,2006Q2,517614.75
Mount Pleasant East,Semi-Detached,2006Q3,489428.0
Mount Pleasant East,Semi-Detached,2006Q4,484053.09
Mount Pleasant East,Semi-Detached,2007Q1,548121.81
Mount Pleasant East,Semi-Detached,2007Q2,571040.56
Mount Pleasant East,Semi-Detached,2007Q3,574248.56
Mount Pleasant East,Semi-Detached,2007Q4,609098.06
Mount Pleasant East,Semi-Detached,2008Q1,630317.88
Mount Pleasant East,Semi-Detached,2008Q2,570303.0
Mount Pleasant East,Semi-Detached,2008Q3,593554.63
Mount Pleasant East,Semi-Detached,2008Q4,583092.5
Mount Pleasant East,Semi-Detached,2009Q1,533812.5
Mount Pleasant East,Semi-Detached,2009Q2,594990.88
Mount Pleasant East,Semi-Detached,2009Q3,597804.56
Mount Pleasant East,Semi-Detached,2009Q4,686802.31
Mount Pleasant East,Semi-Detached,2010Q1,686802.31
Mount Pleasant East,Semi-Detached,2010Q2,631807.19
Mount Pleasant East,Semi-Detached,2010Q3,704273.63
Mount Pleasant East,Semi-Detached,2010Q4,704273.63
Mount Pleasant East,Semi-Detached,2011Q1,687500.0
Mount Pleasant East,Semi-Detached,2011Q2,687500.0
Mount Pleasant East,Semi-Detached,2011Q3,656815.0
Mount Pleasant East,Semi-Detached,2011Q4,712778.19
Mount Pleasant East,Semi-Detached,2012Q1,798078.56
Mount Pleasant East,Semi-Detached,2012Q2,778426.0
Mount Pleasant East,Semi-Detached,2012Q3,758671.63
Mount Pleasant East,Semi-Detached,2012Q4,745623.19
Mount Pleasant East,Semi-Detached,2013Q1,734500.0
Mount Pleasant East,Semi-Detached,2013Q2,794038.38
Mount Pleasant East,Semi-Detached,2013Q3,737228.56
Mount Pleasant East,Semi-Detached,2013Q4,761861.56
Mount Pleasant East,Semi-Detached,2014Q1,874123.06
Mount Pleasant East,Semi-Detached,2014Q2,886013.25
Mount Pleasant East,Semi-Detached,2014Q3,871533.88
Mount Pleasant East,Semi-Detached,2014Q4,871533.88
Mount Pleasant East,Semi-Detached,2015Q1,861970.81
Mount Pleasant East,Semi-Detached,2015Q2,944678.94
Mount Pleasant East,Semi-Detached,2015Q3,946131.63
Mount Pleasant East,Semi-Detached,2015Q4,913772.0
Mount Pleasant East,Semi-Detached,2016Q1,1092417.38
Mount Pleasant East,Semi-Detached,2016Q2,1171153.13
Mount Pleasant East,Semi-Detached,2016Q3,1114011.13
Mount Pleasant East,Semi-Detached,2016Q4,1479714.25
Mount Pleasant East,Semi-Detached,2017Q1,1627712.63
Mount Pleasant East,Semi-Detached,2017Q2,1367178.38
Mount Pleasant East,Semi-Detached,2017Q3,1159025.0
Mount Pleasant East,Semi-Detached,2017Q4,1278092.88
Mount Pleasant East,Semi-Detached,2018Q1,1271999.75
Mount Pleasant East,Semi-Detached,2018Q2,1231024.0
Mount Pleasant East,Semi-Detached,2018Q3,1141766.63
Mount Pleasant East,Semi-Detached,2018Q4,1581333.38
Mount Pleasant West,Condo Apt,2001Q1,315868.75
Mount Pleasant West,Condo Apt,2001Q2,248112.03
Mount Pleasant West,Condo Apt,2001Q3,250653.7
Mount Pleasant West,Condo Apt,2001Q4,272864.97
Mount Pleasant West,Condo Apt,2002Q1,265038.53
Mount Pleasant West,Condo Apt,2002Q2,291709.72
Mount Pleasant West,Condo Apt,2002Q3,299479.53
Mount Pleasant West,Condo Apt,2002Q4,275027.0
Mount Pleasant West,Condo Apt,2003Q1,260466.67
Mount Pleasant West,Condo Apt,2003Q2,273668.56
Mount Pleasant West,Condo Apt,2003Q3,276333.75
Mount Pleasant West,Condo Apt,2003Q4,292710.31
Mount Pleasant West,Condo Apt,2004Q1,267471.13
Mount Pleasant West,Condo Apt,2004Q2,302934.69
Mount Pleasant West,Condo Apt,2004Q3,260222.73
Mount Pleasant West,Condo Apt,2004Q4,289323.91
Mount Pleasant West,Condo Apt,2005Q1,271423.97
Mount Pleasant West,Condo Apt,2005Q2,303283.44
Mount Pleasant West,Condo Apt,2005Q3,290306.66
Mount Pleasant West,Condo Apt,2005Q4,282295.25
Mount Pleasant West,Condo Apt,2006Q1,297790.81
Mount Pleasant West,Condo Apt,2006Q2,338015.63
Mount Pleasant West,Condo Apt,2006Q3,314110.88
Mount Pleasant West,Condo Apt,2006Q4,302747.84
Mount Pleasant West,Condo Apt,2007Q1,330796.13
Mount Pleasant West,Condo Apt,2007Q2,363468.19
Mount Pleasant West,Condo Apt,2007Q3,351987.44
Mount Pleasant West,Condo Apt,2007Q4,418366.5
Mount Pleasant West,Condo Apt,2008Q1,372830.0
Mount Pleasant West,Condo Apt,2008Q2,383602.03
Mount Pleasant West,Condo Apt,2008Q3,371805.38
Mount Pleasant West,Condo Apt,2008Q4,358180.0
Mount Pleasant West,Condo Apt,2009Q1,366641.09
Mount Pleasant West,Condo Apt,2009Q2,362064.69
Mount Pleasant West,Condo Apt,2009Q3,461845.28
Mount Pleasant West,Condo Apt,2009Q4,440043.47
Mount Pleasant West,Condo Apt,2010Q1,440043.47
Mount Pleasant West,Condo Apt,2010Q2,436597.94
Mount Pleasant West,Condo Apt,2010Q3,462371.69
Mount Pleasant West,Condo Apt,2010Q4,462371.69
Mount Pleasant West,Condo Apt,2011Q1,483626.34
Mount Pleasant West,Condo Apt,2011Q2,483626.34
Mount Pleasant West,Condo Apt,2011Q3,535551.94
Mount Pleasant West,Condo Apt,2011Q4,468661.22
Mount Pleasant West,Condo Apt,2012Q1,505771.38
Mount Pleasant West,Condo Apt,2012Q2,443042.34
Mount Pleasant West,Condo Apt,2012Q3,450280.78
Mount Pleasant West,Condo Apt,2012Q4,421717.84
Mount Pleasant West,Condo Apt,2013Q1,436047.84
Mount Pleasant West,Condo Apt,2013Q2,473670.63
Mount Pleasant West,Condo Apt,2013Q3,492644.69
Mount Pleasant West,Condo Apt,2013Q4,448761.91
Mount Pleasant West,Condo Apt,2014Q1,516346.41
Mount Pleasant West,Condo Apt,2014Q2,516346.41
Mount Pleasant West,Condo Apt,2014Q3,566547.63
Mount Pleasant West,Condo Apt,2014Q4,485276.81
Mount Pleasant West,Condo Apt,2015Q1,523971.44
Mount Pleasant West,Condo Apt,2015Q2,544163.38
Mount Pleasant West,Condo Apt,2015Q3,568675.31
Mount Pleasant West,Condo Apt,2015Q4,523071.97
Mount Pleasant West,Condo Apt,2016Q1,525375.63
Mount Pleasant West,Condo Apt,2016Q2,560675.13
Mount Pleasant West,Condo Apt,2016Q3,544012.38
Mount Pleasant West,Condo Apt,2016Q4,550089.25
Mount Pleasant West,Condo Apt,2017Q1,574061.69
Mount Pleasant West,Condo Apt,2017Q2,651434.75
